label,precision,recall,f1-score,support,model,split_seed
Affiliate License-Licensor,0.0,0.0,0.0,3.0,SBERT_LogisticRegression,46
Agreement Date,0.6458333333333334,0.9393939393939394,0.7654320987654321,33.0,SBERT_LogisticRegression,46
Anti-Assignment,0.853448275862069,0.7557251908396947,0.8016194331983806,131.0,SBERT_LogisticRegression,46
Audit Rights,0.87,0.90625,0.8877551020408163,96.0,SBERT_LogisticRegression,46
Cap On Liability,0.8627450980392157,0.6027397260273972,0.7096774193548387,146.0,SBERT_LogisticRegression,46
Change Of Control,0.45714285714285713,0.6808510638297872,0.5470085470085471,47.0,SBERT_LogisticRegression,46
Competitive Restriction Exception,0.0967741935483871,0.13636363636363635,0.11320754716981132,22.0,SBERT_LogisticRegression,46
Covenant Not To Sue,0.7333333333333333,0.7333333333333333,0.7333333333333333,30.0,SBERT_LogisticRegression,46
Document Name,0.9139784946236559,0.9770114942528736,0.9444444444444444,87.0,SBERT_LogisticRegression,46
Effective Date,0.5,0.3333333333333333,0.4,45.0,SBERT_LogisticRegression,46
Exclusivity,0.43478260869565216,0.3448275862068966,0.38461538461538464,87.0,SBERT_LogisticRegression,46
Expiration Date,0.6888888888888889,0.6888888888888889,0.6888888888888889,90.0,SBERT_LogisticRegression,46
Governing Law,0.978021978021978,0.978021978021978,0.978021978021978,91.0,SBERT_LogisticRegression,46
Insurance,0.9135802469135802,0.9135802469135802,0.9135802469135802,81.0,SBERT_LogisticRegression,46
Ip Ownership Assignment,0.6060606060606061,0.5882352941176471,0.5970149253731343,68.0,SBERT_LogisticRegression,46
Irrevocable Or Perpetual License,0.37037037037037035,0.45454545454545453,0.40816326530612246,22.0,SBERT_LogisticRegression,46
Joint Ip Ownership,0.6,0.7777777777777778,0.6774193548387096,27.0,SBERT_LogisticRegression,46
License Grant,0.6,0.3591549295774648,0.44933920704845814,142.0,SBERT_LogisticRegression,46
Liquidated Damages,0.4375,0.6363636363636364,0.5185185185185185,11.0,SBERT_LogisticRegression,46
Minimum Commitment,0.782051282051282,0.6354166666666666,0.7011494252873564,96.0,SBERT_LogisticRegression,46
Most Favored Nation,0.17647058823529413,0.75,0.2857142857142857,4.0,SBERT_LogisticRegression,46
No-Solicit Of Customers,0.3157894736842105,0.8571428571428571,0.46153846153846156,7.0,SBERT_LogisticRegression,46
No-Solicit Of Employees,0.6923076923076923,0.9473684210526315,0.8,19.0,SBERT_LogisticRegression,46
Non-Compete,0.5666666666666667,0.4857142857142857,0.5230769230769231,35.0,SBERT_LogisticRegression,46
Non-Disparagement,0.3888888888888889,0.6363636363636364,0.4827586206896552,11.0,SBERT_LogisticRegression,46
Non-Transferable License,0.3670886075949367,0.4603174603174603,0.4084507042253521,63.0,SBERT_LogisticRegression,46
Notice Period To Terminate Renewal,0.5,0.56,0.5283018867924528,25.0,SBERT_LogisticRegression,46
Parties,0.9753694581280788,0.9519230769230769,0.9635036496350365,208.0,SBERT_LogisticRegression,46
Post-Termination Services,0.78125,0.5813953488372093,0.6666666666666666,86.0,SBERT_LogisticRegression,46
Price Restrictions,0.4,0.4,0.4,5.0,SBERT_LogisticRegression,46
Renewal Term,0.5384615384615384,0.4,0.45901639344262296,35.0,SBERT_LogisticRegression,46
Revenue/Profit Sharing,0.788235294117647,0.8933333333333333,0.8375,75.0,SBERT_LogisticRegression,46
Rofr/Rofo/Rofn,0.8181818181818182,0.5779816513761468,0.6774193548387096,109.0,SBERT_LogisticRegression,46
Source Code Escrow,0.8,0.8,0.8,20.0,SBERT_LogisticRegression,46
Termination For Convenience,0.6129032258064516,0.76,0.6785714285714286,50.0,SBERT_LogisticRegression,46
Third Party Beneficiary,0.875,0.875,0.875,8.0,SBERT_LogisticRegression,46
Uncapped Liability,0.49056603773584906,0.6190476190476191,0.5473684210526316,42.0,SBERT_LogisticRegression,46
Unlimited/All-You-Can-Eat-License,0.14705882352941177,0.625,0.23809523809523808,8.0,SBERT_LogisticRegression,46
Volume Restriction,0.5,0.5333333333333333,0.5161290322580645,30.0,SBERT_LogisticRegression,46
Warranty Duration,0.6,0.9166666666666666,0.7252747252747253,36.0,SBERT_LogisticRegression,46
accuracy,0.6886708296164139,0.6886708296164139,0.6886708296164139,0.6886708296164139,SBERT_LogisticRegression,46
macro avg,0.5842588231509563,0.6536505998496335,0.5974042661463412,2242.0,SBERT_LogisticRegression,46
weighted avg,0.7197945879719432,0.6886708296164139,0.6935910638829884,2242.0,SBERT_LogisticRegression,46
Affiliate License-Licensee,0.3076923076923077,0.7272727272727273,0.43243243243243246,11.0,SBERT_LinearSVM,46
Affiliate License-Licensor,0.0,0.0,0.0,3.0,SBERT_LinearSVM,46
Agreement Date,0.6326530612244898,0.9393939393939394,0.7560975609756098,33.0,SBERT_LinearSVM,46
Anti-Assignment,0.8467741935483871,0.8015267175572519,0.8235294117647058,131.0,SBERT_LinearSVM,46
Audit Rights,0.8425925925925926,0.9479166666666666,0.8921568627450981,96.0,SBERT_LinearSVM,46
Cap On Liability,0.7769784172661871,0.7397260273972602,0.7578947368421053,146.0,SBERT_LinearSVM,46
Change Of Control,0.5245901639344263,0.6808510638297872,0.5925925925925926,47.0,SBERT_LinearSVM,46
Competitive Restriction Exception,0.125,0.18181818181818182,0.14814814814814814,22.0,SBERT_LinearSVM,46
Covenant Not To Sue,0.6875,0.7333333333333333,0.7096774193548387,30.0,SBERT_LinearSVM,46
Document Name,0.9555555555555556,0.9885057471264368,0.9717514124293786,87.0,SBERT_LinearSVM,46
Effective Date,0.5769230769230769,0.3333333333333333,0.4225352112676056,45.0,SBERT_LinearSVM,46
Exclusivity,0.4339622641509434,0.26436781609195403,0.32857142857142857,87.0,SBERT_LinearSVM,46
Expiration Date,0.7191011235955056,0.7111111111111111,0.7150837988826816,90.0,SBERT_LinearSVM,46
Governing Law,0.967741935483871,0.989010989010989,0.9782608695652174,91.0,SBERT_LinearSVM,46
Insurance,0.9080459770114943,0.9753086419753086,0.9404761904761905,81.0,SBERT_LinearSVM,46
Ip Ownership Assignment,0.5753424657534246,0.6176470588235294,0.5957446808510638,68.0,SBERT_LinearSVM,46
Irrevocable Or Perpetual License,0.3235294117647059,0.5,0.39285714285714285,22.0,SBERT_LinearSVM,46
Joint Ip Ownership,0.72,0.6666666666666666,0.6923076923076923,27.0,SBERT_LinearSVM,46
License Grant,0.5357142857142857,0.4225352112676056,0.47244094488188976,142.0,SBERT_LinearSVM,46
Liquidated Damages,0.4,0.36363636363636365,0.38095238095238093,11.0,SBERT_LinearSVM,46
Minimum Commitment,0.7111111111111111,0.6666666666666666,0.6881720430107527,96.0,SBERT_LinearSVM,46
Most Favored Nation,0.375,0.75,0.5,4.0,SBERT_LinearSVM,46
No-Solicit Of Customers,0.29411764705882354,0.7142857142857143,0.4166666666666667,7.0,SBERT_LinearSVM,46
No-Solicit Of Employees,0.72,0.9473684210526315,0.8181818181818182,19.0,SBERT_LinearSVM,46
Non-Compete,0.43243243243243246,0.45714285714285713,0.4444444444444444,35.0,SBERT_LinearSVM,46
Non-Disparagement,0.5833333333333334,0.6363636363636364,0.6086956521739131,11.0,SBERT_LinearSVM,46
Non-Transferable License,0.3548387096774194,0.3492063492063492,0.352,63.0,SBERT_LinearSVM,46
Notice Period To Terminate Renewal,0.4444444444444444,0.32,0.37209302325581395,25.0,SBERT_LinearSVM,46
Parties,0.9447004608294931,0.9855769230769231,0.9647058823529412,208.0,SBERT_LinearSVM,46
Post-Termination Services,0.7285714285714285,0.5930232558139535,0.6538461538461539,86.0,SBERT_LinearSVM,46
Price Restrictions,0.25,0.2,0.2222222222222222,5.0,SBERT_LinearSVM,46
Renewal Term,0.4883720930232558,0.6,0.5384615384615384,35.0,SBERT_LinearSVM,46
Revenue/Profit Sharing,0.7764705882352941,0.88,0.825,75.0,SBERT_LinearSVM,46
Rofr/Rofo/Rofn,0.8472222222222222,0.5596330275229358,0.6740331491712708,109.0,SBERT_LinearSVM,46
Source Code Escrow,0.7368421052631579,0.7,0.717948717948718,20.0,SBERT_LinearSVM,46
Termination For Convenience,0.7090909090909091,0.78,0.7428571428571429,50.0,SBERT_LinearSVM,46
Third Party Beneficiary,0.8571428571428571,0.75,0.8,8.0,SBERT_LinearSVM,46
Uncapped Liability,0.5,0.38095238095238093,0.43243243243243246,42.0,SBERT_LinearSVM,46
Unlimited/All-You-Can-Eat-License,0.23076923076923078,0.375,0.2857142857142857,8.0,SBERT_LinearSVM,46
Volume Restriction,0.43333333333333335,0.43333333333333335,0.43333333333333335,30.0,SBERT_LinearSVM,46
Warranty Duration,0.6875,0.9166666666666666,0.7857142857142857,36.0,SBERT_LinearSVM,46
accuracy,0.6980374665477252,0.6980374665477252,0.6980374665477252,0.6980374665477252,SBERT_LinearSVM,46
macro avg,0.584511944847561,0.6238824592291828,0.5921959441386814,2242.0,SBERT_LinearSVM,46
weighted avg,0.7061256285145918,0.6980374665477252,0.6954493464755652,2242.0,SBERT_LinearSVM,46
